player_id,player_name,nationality,team,position,age,market_value_eur,goals,assists,shots,expected_goals_xg,expected_assists_xa,successful_passes,key_passes,dribbles_attempted,successful_dribbles,tackles,interceptions,player_rating,performance_score,distance_covered_km,goals_per_90,assists_per_90,defensive_actions_per_90,cluster,playing_style
P00049,Leroy Gotze,German,Germany,Forward,25,5207627,3,1,20,0.3,0.79,176,12,13,3,5,4,3.002941176470588,30.397058823529413,115.5,0.1028154851684263,0.0294117647058823,0.5015014411858755,2,Defensive Specialists
P00050,Kai Musiala,German,Germany,Forward,32,7978270,5,4,16,2.2,0.32,241,8,29,8,11,4,4.185294117647059,42.05294117647059,161.7,0.177380522450945,0.1792730724227373,1.2261381954543775,4,Balanced Players
P00051,Antonio Havertz,German,Germany,Forward,28,6559003,1,0,31,1.45,0.5599999999999999,239,14,24,6,15,7,3.8794117647058814,39.00882352941176,149.3,0.0294117647058823,0.0,1.418847784098351,2,Defensive Specialists
P00052,Nico Schlotterbeck,German,Germany,Forward,30,20389682,5,2,39,2.04,0.26,320,19,28,12,10,3,3.544117647058824,35.705882352941174,129.3,0.2675777961457807,0.0728061716489874,1.0493004503421772,4,Balanced Players
P00053,Pedro Gavi,Spanish,Spain,Goalkeeper,36,2084465,0,0,0,0.0,0.0,160,4,3,0,0,3,1.4466666666666663,15.608888888888888,75.8,0.0,0.0,0.3934527211273267,2,Defensive Specialists
P00054,Gavi Morata,Spanish,Spain,Goalkeeper,27,1484206,0,1,0,0.0,0.0,255,2,9,1,0,6,2.191111111111111,22.38888888888889,123.0,0.0,2.0,0.6342528728651945,3,Box-to-Box Midfielders
P00055,Rodri Fati,Spanish,Spain,Goalkeeper,26,4384884,0,0,0,0.0,0.0,245,6,5,0,0,4,2.2644444444444445,23.2,117.2,0.0,0.0,0.8100040013119076,2,Defensive Specialists
P00056,Pedro Torres,Spanish,Spain,Defender,24,15191371,1,0,8,0.04,0.22,814,10,9,0,67,50,3.617777777777778,37.35111111111111,173.9,0.0253164556962025,0.0,6.948314220157024,1,Creative Playmakers
P00057,Gavi Asensio,Spanish,Spain,Defender,22,1169641,2,1,14,0.06,0.03,672,13,9,0,62,54,3.66,36.82,197.2,0.0444444444444444,0.0298507462686567,6.423978010308205,1,Creative Playmakers
P00058,Rodri Laporte,Spanish,Spain,Defender,27,12330574,0,3,9,0.13,0.2,1032,7,11,0,69,63,4.264444444444445,42.92666666666667,218.1,0.0,0.1055555555555555,8.055728445510221,1,Creative Playmakers
P00059,Alvaro Oyarzabal,Spanish,Spain,Defender,23,13325174,0,1,10,0.0,0.48,765,11,8,1,36,43,3.7,37.16888888888889,157.3,0.0,0.0238095238095238,6.278441987772734,1,Creative Playmakers
P00060,Ferran Pau,Spanish,Spain,Defender,35,2223129,0,0,16,0.08,0.13,493,10,14,2,56,42,3.68,36.83111111111111,179.0,0.0,0.0,6.171673329186663,1,Creative Playmakers
P00061,Ansu Alba,Spanish,Spain,Defender,28,22482687,1,2,7,0.0699999999999999,0.27,1413,17,7,0,63,62,4.717777777777778,47.01111111111111,209.9,0.0266666666666666,0.2045454545454545,6.908305709140687,1,Creative Playmakers
P00062,Marco Carvajal,Spanish,Spain,Defender,33,50389187,1,0,7,0.06,0.2199999999999999,980,14,11,0,54,21,4.388888888888889,44.48666666666667,162.9,0.032258064516129,0.0,6.004555708329836,1,Creative Playmakers
P00063,Dani Garcia,Spanish,Spain,Defender,28,2850234,1,0,7,0.03,0.11,542,9,10,1,67,32,3.5733333333333337,35.913333333333334,175.5,0.0298507462686567,0.0,6.429580891891068,1,Creative Playmakers
P00064,Aymeric Yamal,Spanish,Spain,Defender,27,4476815,0,1,7,0.13,0.08,500,5,6,0,54,40,3.017777777777778,30.99111111111111,137.8,0.0,0.0235294117647058,5.834446578023905,1,Creative Playmakers
P00065,Pedro Riquelme,Spanish,Spain,Midfielder,24,6535074,4,1,11,0.37,0.49,491,22,13,1,20,15,3.311111111111111,33.76222222222222,155.6,0.1523894118370862,0.0259740259740259,2.10586108049678,2,Defensive Specialists
P00066,Gavi Ramos,Spanish,Spain,Midfielder,18,125015698,1,7,38,0.95,3.63,1688,80,62,24,41,32,4.431111111111111,45.37555555555556,211.7,0.0273972602739726,0.1734614445390782,3.3755182672528545,0,Elite Attackers
P00067,Rodri Alonso,Spanish,Spain,Midfielder,25,9912074,3,1,17,0.37,1.72,833,24,36,7,40,46,4.002222222222222,39.94222222222223,230.5,0.071742443398096,0.0240963855421686,3.794213970199551,0,Elite Attackers
P00068,Alvaro Llorente,Spanish,Spain,Midfielder,19,37350285,2,6,13,0.2299999999999999,2.36,1145,48,39,13,24,31,3.704444444444444,37.90444444444445,179.8,0.0516339869281045,0.2771257416418707,3.0912852251087544,0,Elite Attackers
P00069,Ferran Cubarsi,Spanish,Spain,Midfielder,24,16807939,2,2,27,1.29,1.46,976,38,46,13,40,32,3.882222222222222,39.684444444444445,210.1,0.059419014084507,0.0479471719781797,3.108048741663381,0,Elite Attackers
P00070,Ansu Le Normand,Spanish,Spain,Midfielder,19,4918927,3,4,16,0.72,1.56,532,22,23,5,34,24,3.348888888888889,33.72666666666667,182.3,0.1904761904761904,0.2314699792960662,3.4349328909020174,4,Balanced Players
P00071,Marco Mikel,Spanish,Spain,Midfielder,18,41434814,2,4,21,0.62,1.5,1129,42,51,17,36,26,3.8844444444444446,39.56222222222222,228.7,0.0444444444444444,0.1524060327857796,3.128788112626999,0,Elite Attackers
P00072,Dani Gavi,Spanish,Spain,Midfielder,21,34588916,4,9,23,0.56,2.79,1396,60,57,19,29,28,3.9844444444444447,40.81333333333333,206.3,0.0976079882433212,0.2281263243359349,3.043197843834068,0,Elite Attackers
P00073,Pedro Cubarsi,Spanish,Spain,Forward,20,11805512,4,4,28,0.68,1.11,310,14,31,10,21,11,3.5733333333333337,35.96666666666667,182.8,0.103501397750224,0.1013897838739043,1.5414285494893982,4,Balanced Players
P00074,Gavi Le Normand,Spanish,Spain,Forward,25,27469713,4,4,61,5.88,1.06,620,25,78,27,18,7,4.171111111111111,42.54666666666667,180.2,0.1582558139534883,0.1048048048048048,1.006208115262785,4,Balanced Players
P00075,Rodri Mikel,Spanish,Spain,Forward,25,48284094,6,6,45,1.53,0.8,436,29,47,17,14,5,3.3866666666666667,34.54666666666667,178.0,0.18033004053991,0.1663281070499128,0.7962478576972342,4,Balanced Players
P00076,Alvaro Gavi,Spanish,Spain,Forward,28,13496935,8,5,41,2.4,1.02,436,25,63,26,10,2,3.4466666666666663,34.94222222222223,160.4,0.2024615952274232,0.2112174827737001,0.5474189419394913,4,Balanced Players
P00077,Ferran Morata,Spanish,Spain,Forward,26,19184237,7,3,56,2.27,0.71,608,35,67,22,11,18,4.206666666666667,42.55777777777777,207.9,0.3460064055186006,0.0930481283422459,1.6090080038673966,4,Balanced Players
P00078,Ansu Fati,Spanish,Spain,Forward,27,2617484,5,6,41,2.46,1.57,459,28,42,5,15,11,4.2,41.535555555555554,228.3,0.1404797099919051,0.1725730498688756,1.049574305338375,0,Elite Attackers
P00079,Harry Bellingham,English,England,Goalkeeper,33,16141143,0,0,0,0.0,0.0,322,6,2,0,0,7,3.2818181818181817,34.06136363636364,158.9,0.0,0.0,0.9548411679484776,2,Defensive Specialists
P00080,Jude Saka,English,England,Goalkeeper,33,2995060,0,0,0,0.0,0.0,257,6,13,2,0,3,2.1772727272727272,22.604545454545452,114.5,0.0,0.0,0.652561480998722,2,Defensive Specialists
P00081,Phil Rashford,English,England,Goalkeeper,34,1700087,0,2,0,0.0,0.0,79,3,3,0,0,3,0.8386363636363636,9.204545454545457,47.9,0.0,2.0695187165775404,0.2409306483481367,3,Box-to-Box Midfielders
P00082,Harry Rice,English,England,Defender,18,6394802,1,1,9,0.02,0.2,878,12,6,0,73,56,3.6159090909090903,36.91818181818182,188.3,0.0243506493506493,0.0243506493506493,6.99220140579863,1,Creative Playmakers
P00083,Jude Grealish,English,England,Defender,23,42246372,1,0,5,0.03,0.45,873,10,8,1,39,35,3.5090909090909093,36.03863636363637,144.5,0.1573426573426573,0.0,5.774362630784347,1,Creative Playmakers
P00084,Phil Walker,English,England,Defender,30,2890294,0,1,10,0.05,0.06,461,2,8,0,66,51,3.475,35.52272727272727,160.4,0.0,0.0227272727272727,6.666968250338662,1,Creative Playmakers
P00085,Bukayo Alexander-Arnold,English,England,Defender,20,5320640,1,3,11,0.13,0.07,626,8,9,1,70,54,3.661363636363636,37.82727272727273,192.0,0.0255681818181818,0.0930511281760166,6.805754235681516,1,Creative Playmakers
P00086,Declan Trippier,English,England,Defender,27,43960854,1,3,19,0.1,0.35,1342,17,12,1,69,71,5.538636363636363,55.73863636363637,231.6,0.0276412776412776,0.0703991130820399,8.620010446469639,1,Creative Playmakers
P00087,Marcus Mount,English,England,Defender,30,1029642,0,1,8,0.14,0.0999999999999999,454,5,9,0,64,55,4.275,43.45227272727273,180.8,0.0,0.0352664576802507,8.182778970314725,1,Creative Playmakers
P00088,Jack Toney,English,England,Defender,31,1705330,1,1,12,0.13,0.07,547,4,8,0,63,46,3.954545454545455,40.50681818181818,178.5,0.0568181818181818,0.0249445676274944,7.007828275703185,1,Creative Playmakers
P00089,John Palmer,English,England,Defender,32,25467909,3,1,9,0.11,0.06,893,11,14,2,49,52,3.340909090909091,34.11363636363637,167.5,0.0953436807095343,0.0243506493506493,5.728767754341882,1,Creative Playmakers
P00090,Kyle Gallagher,English,England,Defender,28,3175537,0,0,7,0.16,0.01,487,8,11,0,56,59,3.5704545454545453,36.46590909090909,174.7,0.0,0.0,6.952928752869292,1,Creative Playmakers
P00091,Harry Phillips,English,England,Midfielder,24,2621838,0,2,10,0.22,1.83,434,18,11,1,27,19,2.743181818181818,27.786363636363635,126.8,0.0,0.0919736001703214,2.8854683171812585,2,Defensive Specialists
P00092,Jude Maddison,English,England,Midfielder,30,3020416,1,1,8,0.19,0.52,366,18,19,3,31,15,2.8227272727272728,29.23636363636364,134.2,0.0265643447461629,0.030529172320217,2.0446649343279417,2,Defensive Specialists
P00093,Phil Eze,English,England,Midfielder,33,6694892,2,8,28,0.59,0.89,993,39,24,2,36,23,3.409090909090909,34.456818181818186,189.4,0.0537190082644628,0.2087776506390077,2.410894660306746,0,Elite Attackers
P00094,Bukayo Ramsdale,English,England,Midfielder,18,9656375,2,4,29,0.74,1.85,1300,41,48,12,41,44,4.7318181818181815,46.85681818181818,246.8,0.0549140049140049,0.1069940895018294,3.891398281434071,0,Elite Attackers
P00095,Declan Watkins,English,England,Midfielder,32,8284492,5,2,17,0.35,0.77,586,28,25,8,26,31,3.6181818181818177,36.20454545454545,190.9,0.1415323806628154,0.0502879473467708,2.6758048045696827,0,Elite Attackers
P00096,Marcus Chilwell,English,England,Midfielder,32,121097496,5,5,41,0.71,2.76,1678,52,66,24,53,34,5.263636363636364,52.56136363636363,209.8,0.1487746124842899,0.1662100108387058,4.258953284183627,0,Elite Attackers
P00097,Jack White,English,England,Midfielder,35,16431011,1,8,25,0.5,1.98,1019,44,46,13,39,36,4.284090909090909,43.15681818181818,205.6,0.0249445676274944,0.2635452997295102,3.2737415543229003,0,Elite Attackers
P00098,John Bellingham,English,England,Midfielder,29,12779416,0,4,13,0.35,1.34,739,24,28,7,44,45,3.6431818181818185,37.32727272727273,214.7,0.0,0.1082437275985663,3.981396207780072,1,Creative Playmakers
P00099,Harry Watkins,English,England,Forward,25,3386537,5,1,38,1.7,0.49,350,22,49,13,16,9,4.572727272727272,45.43636363636364,217.7,0.1361624842733142,0.0255681818181818,1.411223472087111,4,Balanced Players
P00100,Jude Chilwell,English,England,Forward,26,51186750,8,2,57,4.16,1.46,658,34,70,28,19,10,3.638636363636364,37.41363636363637,170.9,0.2022349987153939,0.0533536585365853,1.0983473450876124,4,Balanced Players
P00101,Phil White,English,England,Forward,23,39029914,8,1,34,5.72,2.9800000000000004,555,32,65,28,17,5,3.938636363636364,40.179545454545455,149.5,0.2828357916593211,0.0538277511961722,1.019630914712828,4,Balanced Players
P00102,Bukayo Bellingham,English,England,Forward,26,15039578,6,3,30,0.8,0.41,256,17,45,14,13,10,3.611363636363636,36.654545454545456,175.0,0.1412577908349578,0.1702219151815926,0.9382421883093958,4,Balanced Players
P00103,Declan Saka,English,England,Forward,27,11207709,10,1,41,1.52,0.97,430,21,56,22,8,5,3.35,33.43181818181818,158.6,0.4862481695555062,0.025891829689298,0.9363462683358846,4,Balanced Players
P00104,Marcus Rashford,English,England,Forward,31,15799908,5,3,47,2.5700000000000003,0.48,498,24,68,27,20,3,4.240909090909091,41.97727272727273,196.3,0.1168520012703753,0.1366872842347526,1.0463849446596027,4,Balanced Players
P00105,Gianluigi Chiesa,Italian,Italy,Goalkeeper,33,2092367,0,0,0,0.0,0.0,211,4,2,0,0,9,1.6018867924528304,17.173584905660377,106.1,0.0,0.0,0.589288853264084,2,Defensive Specialists
P00106,Federico Tonali,Italian,Italy,Goalkeeper,38,3518278,0,0,0,0.0,0.0,183,9,1,0,0,6,1.3471698113207549,14.20566037735849,83.7,0.0,0.0,0.3914444025400937,2,Defensive Specialists
P00107,Nicolo Immobile,Italian,Italy,Goalkeeper,29,2791089,0,1,0,0.0,0.0,369,6,10,1,0,9,2.939622641509434,29.9622641509434,189.6,0.0,1.69811320754717,0.9545399660509912,3,Box-to-Box Midfielders
P00108,Gianluigi Verratti,Italian,Italy,Defender,31,5678945,0,1,12,0.1699999999999999,0.05,622,10,9,0,46,67,3.2226415094339624,32.33018867924528,196.4,0.0,0.0242587601078167,6.139592783210954,1,Creative Playmakers
P00109,Federico Pellegrini,Italian,Italy,Defender,24,13518441,0,4,11,0.05,0.38,1052,13,13,0,74,40,3.9301886792452834,39.49433962264151,225.8,0.0,0.085340405182158,6.087059093826822,1,Creative Playmakers
P00110,Nicolo Bastoni,Italian,Italy,Defender,29,4258075,0,2,17,0.05,0.5,745,8,7,0,84,75,3.983018867924528,40.36415094339623,245.5,0.0,0.0419542991646548,7.783144169245325,1,Creative Playmakers
P00111,Sandro Scamacca,Italian,Italy,Defender,26,2779126,2,1,12,0.13,0.06,753,14,11,0,61,65,3.816981132075472,38.652830188679246,239.0,0.0431266846361185,0.0242587601078167,6.333104269304885,1,Creative Playmakers
P00112,Marco Locatelli,Italian,Italy,Defender,24,42849612,0,1,15,0.04,0.2799999999999999,1184,20,8,0,57,54,3.941509433962264,40.34905660377358,193.8,0.0,0.0242587601078167,6.477623104098883,1,Creative Playmakers
P00113,Ciro Spinazzola,Italian,Italy,Defender,31,1767995,0,1,11,0.17,0.08,624,11,12,1,73,50,3.9981132075471697,40.52075471698113,229.9,0.0,0.0679245283018867,7.337782079875483,1,Creative Playmakers
P00114,Lorenzo Frascati,Italian,Italy,Defender,20,39892640,0,3,7,0.15,0.48,1656,33,7,0,64,53,4.718867924528301,47.79245283018868,225.3,0.0,0.0624737945492662,7.295301837988741,1,Creative Playmakers
P00115,Stephan Guglielmo,Italian,Italy,Defender,25,112187356,0,1,12,0.04,0.11,1540,20,13,1,56,66,4.681132075471698,47.40188679245284,210.2,0.0,0.0458949515553289,7.004954063130366,1,Creative Playmakers
P00116,Alessandro Udogie,Italian,Italy,Defender,24,5208350,0,1,10,0.04,0.27,688,6,20,1,87,46,3.7849056603773583,37.69433962264151,231.2,0.0,0.0265330188679245,6.0876767553860205,1,Creative Playmakers
P00117,Gianluigi Di Lorenzo,Italian,Italy,Midfielder,34,12170058,4,4,27,0.65,2.06,1198,34,50,16,44,41,3.2622641509433965,33.0188679245283,233.4,0.0825993649190611,0.0886648229576996,2.578688894337031,0,Elite Attackers
P00118,Federico Berardi,Italian,Italy,Midfielder,27,52387376,2,4,43,1.09,1.08,1568,50,42,11,41,39,4.367924528301887,44.305660377358485,222.6,0.0426193118756936,0.083842799763936,3.160230193487045,0,Elite Attackers
P00119,Nicolo Vicario,Italian,Italy,Midfielder,27,6332763,1,5,13,0.65,1.82,707,24,29,4,45,27,3.0,30.7245283018868,201.8,0.0192967409948542,0.1085654700621222,2.882637989644941,1,Creative Playmakers
P00120,Sandro Bellanova,Italian,Italy,Midfielder,22,61013834,9,7,30,0.61,1.4300000000000002,1587,61,58,14,38,36,4.037735849056604,40.652830188679246,245.8,0.210973641572493,0.1596744709928409,2.593579621022003,0,Elite Attackers
P00121,Marco Calafiori,Italian,Italy,Midfielder,24,10349123,0,0,15,0.29,1.2,667,16,23,4,32,24,3.158490566037736,32.135849056603774,193.4,0.0,0.0,3.0681006492185032,1,Creative Playmakers
P00122,Ciro Colpani,Italian,Italy,Midfielder,26,37583779,4,5,45,0.0999999999999999,3.58,1441,55,50,12,50,24,4.205660377358491,41.94150943396227,222.0,0.0824586663043309,0.1462617239258217,3.205762227637083,0,Elite Attackers
P00123,Lorenzo Retegui,Italian,Italy,Midfielder,34,5468237,3,3,19,0.41,1.42,1002,35,48,11,43,45,4.411320754716981,44.97924528301887,302.4,0.0709691252144082,0.0675443882991052,3.2890627964121584,0,Elite Attackers
